0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.4407872259616852,0.5489566326141357,0.4362585246562958,0.5519446134567261,0.43745043873786926,0.5447033047676086,0.443987101316452,0.5600384473800659,0.4480380415916443,0.5357480049133301,0.4784323573112488,0.5727211833000183,0.4790913760662079,0.5262894034385681,0.45563313364982605,0.5850395560264587,0.4535601735115051,0.5173218250274658,0.4117381274700165,0.566148579120636,0.411234050989151,0.5333114266395569,0.597823977470398,0.5643150210380554,0.5967264771461487,0.5311208367347717,0.6778368353843689,0.5611003637313843,0.6776904463768005,0.5347428917884827,0.73527991771698,0.5570587515830994,0.7361487150192261,0.5335983037948608,0.482082337141037,0.54962557554245
0.44526147842407227,0.43768054246902466,0.4394319951534271,0.4423202574253082,0.4407424032688141,0.4307747483253479,0.4453904628753662,0.4540044665336609,0.44801831245422363,0.4257660210132599,0.4843454658985138,0.4756872355937958,0.4887339770793915,0.4187815189361572,0.46392959356307983,0.498984158039093,0.44294801354408264,0.40888890624046326,0.39540404081344604,0.47259822487831116,0.3918144106864929,0.438448429107666,0.6186676621437073,0.4671303629875183,0.6203019022941589,0.4314301311969757,0.7106622457504272,0.4713332951068878,0.7111859917640686,0.43417930603027344,0.7828109860420227,0.46984347701072693,0.7827968597412109,0.4306657016277313,0.48754581809043884,0.44635239243507385
0.33350515365600586,0.5005572438240051,0.33060193061828613,0.50168377161026,0.32906851172447205,0.4942445158958435,0.3424432873725891,0.5069786906242371,0.34142032265663147,0.4827995002269745,0.3743559420108795,0.5246461629867554,0.37725406885147095,0.47118717432022095,0.3331664204597473,0.539976179599762,0.3458373248577118,0.4539269804954529,0.27004939317703247,0.514681875705719,0.27579203248023987,0.48568564653396606,0.5208522081375122,0.5185773372650146,0.518393874168396,0.48091742396354675,0.6155419945716858,0.5178472995758057,0.6141623258590698,0.4825408160686493,0.6708504557609558,0.5148530602455139,0.682182788848877,0.4802006185054779,0.3775792419910431,0.4982578158378601
0.3527778089046478,0.41235703229904175,0.3497219383716583,0.4149150252342224,0.34867480397224426,0.4072640836238861,0.35829925537109375,0.4212772846221924,0.355806440114975,0.40132418274879456,0.3898382782936096,0.4328359067440033,0.39162418246269226,0.38969606161117554,0.3632790744304657,0.4424392879009247,0.36441418528556824,0.3750785291194916,0.3153156340122223,0.4248984754085541,0.31115344166755676,0.3995303213596344,0.5045024752616882,0.42697206139564514,0.5046104192733765,0.3956023156642914,0.5804167985916138,0.42534738779067993,0.5783575773239136,0.3987698256969452,0.6414675712585449,0.4218027591705322,0.6407309770584106,0.3997543156147003,0.3903178572654724,0.4115001857280731
0.4727194309234619,0.5414476990699768,0.4667198061943054,0.54464191198349,0.46778640151023865,0.5366587042808533,0.47990959882736206,0.5539692044258118,0.47634488344192505,0.5279902815818787,0.5222606658935547,0.5668115019798279,0.5213766098022461,0.5170738101005554,0.49800801277160645,0.5906087160110474,0.4843580424785614,0.5099354982376099,0.43192437291145325,0.5719513893127441,0.42358511686325073,0.5415134429931641,0.6621471047401428,0.5574714541435242,0.6597837209701538,0.5192273855209351,0.7602893114089966,0.5517668128013611,0.758584201335907,0.514285683631897,0.8204824328422546,0.5473177433013916,0.8254209756851196,0.5057234764099121,0.5224268436431885,0.5424509048461914
0.40379810333251953,0.5291779041290283,0.3990439474582672,0.532272458076477,0.3991315960884094,0.5246391892433167,0.4076819121837616,0.5400791764259338,0.40796318650245667,0.5168355703353882,0.44056710600852966,0.5507631897926331,0.44140738248825073,0.5095874667167664,0.4158664643764496,0.5578738451004028,0.41474851965904236,0.5004555583000183,0.3818819224834442,0.5447960495948792,0.373115599155426,0.516067624092102,0.5614877939224243,0.5416198968887329,0.5611947178840637,0.5119447112083435,0.6383275389671326,0.5402308106422424,0.6383891105651855,0.5122560262680054,0.7049142122268677,0.5357588529586792,0.7030730247497559,0.5093849301338196,0.44060733914375305,0.5292267203330994
0.3896408975124359,0.5081397294998169,0.38681989908218384,0.510951817035675,0.3862612843513489,0.503788411617279,0.3967781662940979,0.5179412364959717,0.3923816382884979,0.496656596660614,0.42623844742774963,0.5320753455162048,0.4242527186870575,0.4879242777824402,0.4099816381931305,0.5459564924240112,0.4139487147331238,0.4775112569332123,0.36837244033813477,0.5284730792045593,0.3712657392024994,0.4943859875202179,0.5483652353286743,0.5259946584701538,0.5483431220054626,0.4933537542819977,0.630463182926178,0.5226455926895142,0.6299495100975037,0.4932754635810852,0.692118227481842,0.5185344815254211,0.6927738189697266,0.49320945143699646,0.42551499605178833,0.5097674131393433
0.4598158895969391,0.46710649132728577,0.45606499910354614,0.4700915813446045,0.45616593956947327,0.460966557264328,0.4645458161830902,0.47602322697639465,0.46551451086997986,0.45343273878097534,0.5025706887245178,0.4857120215892792,0.5030977725982666,0.4433317184448242,0.4822753071784973,0.4926252067089081,0.4896674156188965,0.43482404947280884,0.4645145833492279,0.48147520422935486,0.45286616683006287,0.4432813227176666,0.616154670715332,0.4824754297733307,0.6168076395988464,0.450340211391449,0.6884327530860901,0.4876541197299957,0.6934364438056946,0.45017892122268677,0.748298704624176,0.4882926046848297,0.7605307698249817,0.4510363042354584,0.5017409920692444,0.46416184306144714
0.46093878149986267,0.4641897976398468,0.45744138956069946,0.4667247235774994,0.4582560062408447,0.4582247734069824,0.46441516280174255,0.47197455167770386,0.46797871589660645,0.4510221481323242,0.5020164251327515,0.48436710238456726,0.5054231882095337,0.44180062413215637,0.4782336354255676,0.493889719247818,0.4865016043186188,0.43342557549476624,0.4420726001262665,0.4693140387535095,0.4404684603214264,0.4424106180667877,0.62165367603302,0.4785740077495575,0.6223320960998535,0.4484347999095917,0.6985227465629578,0.47837164998054504,0.6995295286178589,0.4485227167606354,0.7619617581367493,0.47299906611442566,0.7643426060676575,0.4497348964214325,0.5027262568473816,0.4627164304256439
0.3203961253166199,0.5282114744186401,0.3168647587299347,0.5311248898506165,0.3174577057361603,0.5228078961372375,0.32455334067344666,0.5416876673698425,0.32904601097106934,0.5161100029945374,0.3707592487335205,0.5563129782676697,0.3771606981754303,0.5077443718910217,0.3569949269294739,0.5770617723464966,0.3526450991630554,0.4955836236476898,0.2937455177307129,0.5545781850814819,0.2764274775981903,0.5218154191970825,0.5149214267730713,0.5492716431617737,0.5166723132133484,0.5114153027534485,0.6153426170349121,0.5482086539268494,0.6165447235107422,0.511447012424469,0.6770699620246887,0.545786440372467,0.6828202605247498,0.5072174668312073,0.37509042024612427,0.5310280323028564
0.3892562985420227,0.543459951877594,0.38721582293510437,0.5452526807785034,0.386943519115448,0.5386748909950256,0.400456964969635,0.5525642037391663,0.3994685113430023,0.5304273962974548,0.4343053698539734,0.561824381351471,0.4327704906463623,0.5220491290092468,0.41547027230262756,0.5726767182350159,0.4199235737323761,0.512062668800354,0.37883955240249634,0.5575637221336365,0.3725873529911041,0.5267667174339294,0.5627333521842957,0.5519267320632935,0.5630413889884949,0.5226007103919983,0.6356102228164673,0.5491728186607361,0.6346471905708313,0.5213192701339722,0.6989163756370544,0.5419847965240479,0.6963275074958801,0.5179951786994934,0.43367645144462585,0.5415965914726257
0.37040114402770996,0.38114747405052185,0.36479616165161133,0.3843526840209961,0.36634889245033264,0.37494540214538574,0.37057575583457947,0.3941352069377899,0.3784424364566803,0.36670681834220886,0.41368696093559265,0.41267427802085876,0.421137273311615,0.3582744300365448,0.3927857577800751,0.4323727488517761,0.3851166069507599,0.3454420268535614,0.3234706223011017,0.40519633889198303,0.32187291979789734,0.3691272735595703,0.5565196871757507,0.4069509506225586,0.5594630837440491,0.36867526173591614,0.6525436043739319,0.4100636839866638,0.6543251276016235,0.37292245030403137,0.7259127497673035,0.4081580936908722,0.7252883911132812,0.3727369010448456,0.41662168502807617,0.38541504740715027
